NOT_ID,POLL_TYPE,POLLUTANT
995694,Other Pollutant,Microbiological
23514,Other Pollutant,Microbiological
69907,Other Pollutant,Microbiological
96454,Other Pollutant,Microbiological
103426,Other Pollutant,Microbiological
164151,Other Pollutant,Microbiological
243792,Other Pollutant,Microbiological
531399,Other Pollutant,Microbiological
811549,Other Pollutant,Microbiological
889278,Other Pollutant,Microbiological
904270,Other Pollutant,Microbiological
1006941,Other Pollutant,Microbiological
1041091,Other Pollutant,Microbiological
71782,Other Pollutant,Microbiological
101739,Other Pollutant,Microbiological
331969,Other Pollutant,Microbiological
474824,Other Pollutant,Microbiological
538332,Other Pollutant,Microbiological
907101,Other Pollutant,Microbiological
15639,Other Pollutant,Microbiological
70180,Other Pollutant,Microbiological
103080,Other Pollutant,Microbiological
254211,Other Pollutant,Microbiological
600892,Other Pollutant,Microbiological
1032151,Other Pollutant,Microbiological
106718,Other Pollutant,Microbiological
188218,Other Pollutant,Microbiological
331269,Other Pollutant,Microbiological
502173,Other Pollutant,Microbiological
1001038,Other Pollutant,Microbiological
70059,Other Pollutant,Microbiological
70390,Other Pollutant,Microbiological
70416,Other Pollutant,Microbiological
112591,Other Pollutant,Microbiological
158040,Other Pollutant,Microbiological
163747,Other Pollutant,Microbiological
255763,Other Pollutant,Microbiological
323947,Other Pollutant,Microbiological
601924,Other Pollutant,Microbiological
689052,Other Pollutant,Microbiological
9414,Other Pollutant,Microbiological
9700,Other Pollutant,Microbiological
34832,Other Pollutant,Microbiological
97141,Other Pollutant,Microbiological
178207,Other Pollutant,Microbiological
187063,Other Pollutant,Microbiological
368402,Other Pollutant,Microbiological
516993,Other Pollutant,Microbiological
526571,Other Pollutant,Microbiological
666695,Other Pollutant,Microbiological
715213,Other Pollutant,Microbiological
802934,Other Pollutant,Microbiological
1008976,Other Pollutant,Microbiological
1023986,Other Pollutant,Microbiological
1011293,Other Pollutant,Flies
1029095,Other Pollutant,Flies
899048,Other Pollutant,Flies
994201,Other Pollutant,Flies
992372,Other Pollutant,Flies
475902,Other Pollutant,Noise
805711,Other Pollutant,Noise
805078,Other Pollutant,Noise
623494,Other Pollutant,Noise
798518,Other Pollutant,Noise
772849,Other Pollutant,Noise
850061,Other Pollutant,Noise
872895,Other Pollutant,Noise
327188,Other Pollutant,Noise
800287,Other Pollutant,Noise
802709,Other Pollutant,Noise
972421,Other Pollutant,Noise
470609,Other Pollutant,Noise
722707,Other Pollutant,Noise
772425,Other Pollutant,Noise
918141,Other Pollutant,Noise
1057499,Other Pollutant,Noise
438757,Other Pollutant,Noise
537564,Other Pollutant,Noise
389718,Other Pollutant,Noise
829753,Other Pollutant,Noise
1047985,Other Pollutant,Noise
339390,Other Pollutant,Noise
267326,Agricultural Materials and Wastes,Other Agricultural Material or Waste
335510,Agricultural Materials and Wastes,Other Agricultural Material or Waste
335913,Agricultural Materials and Wastes,Other Agricultural Material or Waste
554147,Agricultural Materials and Wastes,Other Agricultural Material or Waste
584371,Agricultural Materials and Wastes,Other Agricultural Material or Waste
647806,Agricultural Materials and Wastes,Other Agricultural Material or Waste
371,Agricultural Materials and Wastes,Other Agricultural Material or Waste
45367,Agricultural Materials and Wastes,Other Agricultural Material or Waste
92882,Agricultural Materials and Wastes,Other Agricultural Material or Waste
117173,Agricultural Materials and Wastes,Other Agricultural Material or Waste
118718,Agricultural Materials and Wastes,Other Agricultural Material or Waste
140054,Agricultural Materials and Wastes,Other Agricultural Material or Waste
204339,Agricultural Materials and Wastes,Other Agricultural Material or Waste
219576,Agricultural Materials and Wastes,Other Agricultural Material or Waste
372375,Agricultural Materials and Wastes,Other Agricultural Material or Waste
483590,Agricultural Materials and Wastes,Other Agricultural Material or Waste
638803,Agricultural Materials and Wastes,Other Agricultural Material or Waste
644000,Agricultural Materials and Wastes,Other Agricultural Material or Waste
728225,Agricultural Materials and Wastes,Other Agricultural Material or Waste
743133,Agricultural Materials and Wastes,Other Agricultural Material or Waste
843517,Agricultural Materials and Wastes,Other Agricultural Material or Waste
1057198,Agricultural Materials and Wastes,Other Agricultural Material or Waste
2962,Agricultural Materials and Wastes,Other Agricultural Material or Waste
57656,Agricultural Materials and Wastes,Other Agricultural Material or Waste
72418,Agricultural Materials and Wastes,Other Agricultural Material or Waste
207047,Agricultural Materials and Wastes,Other Agricultural Material or Waste
600474,Agricultural Materials and Wastes,Other Agricultural Material or Waste
629956,Agricultural Materials and Wastes,Other Agricultural Material or Waste
714464,Agricultural Materials and Wastes,Other Agricultural Material or Waste
44429,Agricultural Materials and Wastes,Other Agricultural Material or Waste
53406,Agricultural Materials and Wastes,Other Agricultural Material or Waste
168548,Agricultural Materials and Wastes,Other Agricultural Material or Waste
292446,Agricultural Materials and Wastes,Other Agricultural Material or Waste
425101,Agricultural Materials and Wastes,Other Agricultural Material or Waste
589117,Agricultural Materials and Wastes,Other Agricultural Material or Waste
633576,Agricultural Materials and Wastes,Other Agricultural Material or Waste
672615,Agricultural Materials and Wastes,Other Agricultural Material or Waste
801520,Agricultural Materials and Wastes,Other Agricultural Material or Waste
92175,Agricultural Materials and Wastes,Other Agricultural Material or Waste
325269,Agricultural Materials and Wastes,Other Agricultural Material or Waste
345816,Agricultural Materials and Wastes,Other Agricultural Material or Waste
393532,Agricultural Materials and Wastes,Other Agricultural Material or Waste
414000,Agricultural Materials and Wastes,Other Agricultural Material or Waste
748677,Agricultural Materials and Wastes,Other Agricultural Material or Waste
774824,Agricultural Materials and Wastes,Other Agricultural Material or Waste
854671,Agricultural Materials and Wastes,Other Agricultural Material or Waste
31905,Agricultural Materials and Wastes,Other Agricultural Material or Waste
208146,Agricultural Materials and Wastes,Other Agricultural Material or Waste
269337,Agricultural Materials and Wastes,Other Agricultural Material or Waste
288918,Agricultural Materials and Wastes,Other Agricultural Material or Waste
319881,Agricultural Materials and Wastes,Other Agricultural Material or Waste
815137,Agricultural Materials and Wastes,Other Agricultural Material or Waste
859834,Agricultural Materials and Wastes,Other Agricultural Material or Waste
92371,Agricultural Materials and Wastes,Other Agricultural Material or Waste
289610,Agricultural Materials and Wastes,Other Agricultural Material or Waste
777808,Agricultural Materials and Wastes,Other Agricultural Material or Waste
1015875,Agricultural Materials and Wastes,Other Agricultural Material or Waste
121009,Agricultural Materials and Wastes,Other Agricultural Material or Waste
136738,Agricultural Materials and Wastes,Other Agricultural Material or Waste
286052,Agricultural Materials and Wastes,Other Agricultural Material or Waste
519581,Agricultural Materials and Wastes,Other Agricultural Material or Waste
691268,Agricultural Materials and Wastes,Other Agricultural Material or Waste
753220,Agricultural Materials and Wastes,Other Agricultural Material or Waste
770176,Agricultural Materials and Wastes,Other Agricultural Material or Waste
29025,Agricultural Materials and Wastes,Other Agricultural Material or Waste
87804,Agricultural Materials and Wastes,Other Agricultural Material or Waste
106796,Agricultural Materials and Wastes,Other Agricultural Material or Waste
144336,Agricultural Materials and Wastes,Other Agricultural Material or Waste
172575,Agricultural Materials and Wastes,Other Agricultural Material or Waste
193389,Agricultural Materials and Wastes,Other Agricultural Material or Waste
204930,Agricultural Materials and Wastes,Other Agricultural Material or Waste
754452,Agricultural Materials and Wastes,Other Agricultural Material or Waste
812862,Agricultural Materials and Wastes,Other Agricultural Material or Waste
920695,Agricultural Materials and Wastes,Other Agricultural Material or Waste
70857,Agricultural Materials and Wastes,Other Agricultural Material or Waste
143211,Agricultural Materials and Wastes,Other Agricultural Material or Waste
160865,Agricultural Materials and Wastes,Other Agricultural Material or Waste
189464,Agricultural Materials and Wastes,Other Agricultural Material or Waste
181589,Agricultural Materials and Wastes,Carcasses
145924,Agricultural Materials and Wastes,Carcasses
749643,Agricultural Materials and Wastes,Carcasses
834324,Agricultural Materials and Wastes,Carcasses
5830,Agricultural Materials and Wastes,Carcasses
618156,Agricultural Materials and Wastes,Carcasses
651575,Agricultural Materials and Wastes,Soil Conditioners
186011,Agricultural Materials and Wastes,Soil Conditioners
379098,Agricultural Materials and Wastes,Soil Conditioners
414884,Agricultural Materials and Wastes,Soil Conditioners
610361,Agricultural Materials and Wastes,Soil Conditioners
703483,Agricultural Materials and Wastes,Soil Conditioners
6205,Agricultural Materials and Wastes,Slurry and Dilute Slurry
6827,Agricultural Materials and Wastes,Slurry and Dilute Slurry
11515,Agricultural Materials and Wastes,Slurry and Dilute Slurry
17941,Agricultural Materials and Wastes,Slurry and Dilute Slurry
21899,Agricultural Materials and Wastes,Slurry and Dilute Slurry
27907,Agricultural Materials and Wastes,Slurry and Dilute Slurry
13086,Agricultural Materials and Wastes,Slurry and Dilute Slurry
34068,Agricultural Materials and Wastes,Slurry and Dilute Slurry
48277,Agricultural Materials and Wastes,Slurry and Dilute Slurry
39396,Agricultural Materials and Wastes,Slurry and Dilute Slurry
34091,Agricultural Materials and Wastes,Slurry and Dilute Slurry
44875,Agricultural Materials and Wastes,Slurry and Dilute Slurry
79511,Agricultural Materials and Wastes,Slurry and Dilute Slurry
88657,Agricultural Materials and Wastes,Slurry and Dilute Slurry
89123,Agricultural Materials and Wastes,Slurry and Dilute Slurry
109232,Agricultural Materials and Wastes,Slurry and Dilute Slurry
107270,Agricultural Materials and Wastes,Slurry and Dilute Slurry
135380,Agricultural Materials and Wastes,Slurry and Dilute Slurry
139716,Agricultural Materials and Wastes,Slurry and Dilute Slurry
144056,Agricultural Materials and Wastes,Slurry and Dilute Slurry
177076,Agricultural Materials and Wastes,Slurry and Dilute Slurry
487171,Other Pollutant,Other
511571,Other Pollutant,Other
595580,Other Pollutant,Other
694500,Other Pollutant,Other
759902,Other Pollutant,Other
796645,Other Pollutant,Other
979053,Other Pollutant,Other
1008531,Other Pollutant,Other
1022017,Other Pollutant,Other
12817,Other Pollutant,Other
18260,Other Pollutant,Other
20073,Other Pollutant,Other
20348,Other Pollutant,Other
40476,Other Pollutant,Other
43278,Other Pollutant,Other
53870,Other Pollutant,Other
82585,Other Pollutant,Other
97442,Other Pollutant,Other
100766,Other Pollutant,Other
112390,Other Pollutant,Other
215454,Other Pollutant,Other
241584,Other Pollutant,Other
252494,Other Pollutant,Other
277858,Other Pollutant,Other
295373,Other Pollutant,Other
389924,Other Pollutant,Other
694648,Other Pollutant,Other
698928,Other Pollutant,Other
724499,Other Pollutant,Other
922732,Other Pollutant,Other
1002777,Other Pollutant,Other
875,Other Pollutant,Other
9542,Other Pollutant,Other
57569,Other Pollutant,Other
86737,Other Pollutant,Other
90158,Other Pollutant,Other
202965,Other Pollutant,Other
218946,Other Pollutant,Other
297346,Other Pollutant,Other
320635,Other Pollutant,Other
326118,Other Pollutant,Other
352251,Other Pollutant,Other
428818,Other Pollutant,Other
563398,Other Pollutant,Other
739764,Other Pollutant,Other
